,Sentinel-2,,,Modis,,,Temperature-Celsius,,,Precipitation-mm,,
week_start,snow_km2 - above 1200,snow_km2 - between 1200 - 1800,snow_km2 - above 1800,snow_km2 - above 1200,snow_km2 - between 1200 - 1800,snow_km2 - above 1800,Temp- 1200,Temp-1200-1800,Temp-1800,precipitation-1200,precipitation-1200-1800,precipitation-1800
26/09/2020,0,0,0,0,0.076,0.046,23.64167296,21.23363063,19.19834884,7.035046768,1.415080817,1.886072333
03/10/2020,0,0,0,0,0.022,0.045,22.92900037,20.11233149,17.93986647,10.93151358,13.78747132,9.774058181
10/10/2020,0,0,0,0,0,0,21.25091543,19.02014898,17.28287466,10.29308974,4.835080582,6.152931224
17/10/2020,0,0,0,0,0,0,21.5428308,18.69831056,16.55090458,4.696243814,5.463308469,4.602812717
24/10/2020,0,0,0,0.204,0.143,0.015,21.8792192,19.02971873,16.70146575,13.2045636,13.06832061,22.8996309
31/10/2020,12.20429264,3.408659628,8.795633013,70.115,8.248,15.969,16.28679165,13.15288361,10.86123057,507.4099817,430.6531503,426.6095921
07/11/2020,473.6559862,298.9990184,174.6569678,3.436,5.901,42.157,14.97490865,11.25015387,8.873014407,161.2846713,204.5000874,253.2334264
14/11/2020,129.2812412,0.206405734,129.0748355,10.825,1.848,58.946,12.90821964,9.06744152,6.666034535,206.6188145,184.4770606,217.4554112
21/11/2020,85.66227249,0.671935465,84.99033703,3.563,1.643,40.824,11.97426422,8.701469092,6.649575686,222.7961561,151.9543636,158.6620966
28/11/2020,885.7187727,478.4713857,407.247387,12.954,4.687,38.212,10.94909926,7.204311656,4.845172123,132.3796461,103.3473942,130.8744392
05/12/2020,133.9121597,0,133.9121597,8.341,1.994,90.148,10.82915359,7.169817324,4.915066897,163.0732628,131.3122179,117.3334272
12/12/2020,0,0,0,186.419,49.093,222.798,11.46342042,8.055673885,5.82990565,531.318175,410.6777884,458.6431002
19/12/2020,231.4348679,0,231.4348679,20.205,8.32,248.925,9.310090202,5.755792909,3.679490314,75.37242009,34.8204926,38.40560664
26/12/2020,253.7638639,0,253.7638639,1.736,1.05,170.191,9.122415416,5.638541022,4.009158338,0.593574285,0.313715864,0.087481073
02/01/2021,185.2040599,0,185.2040599,7.323,2.075,129.798,11.54754459,7.834566547,5.593641915,1.146638754,2.447145549,4.026893283
09/01/2021,522.7832033,92.89926631,429.883937,52.37,15.334,134.868,11.33506499,8.060888038,5.934414303,309.9133524,236.4140894,184.9680822
16/01/2021,3020.711901,1813.067494,1207.644407,181.589,"1,015.37",850.228,5.985154521,1.925042976,-0.229693109,1125.55902,977.5927846,816.0454813
23/01/2021,2097.969583,847.7262561,1250.243327,32.754,689.512,930.597,7.056180553,3.329660906,1.450047096,424.2869172,405.5059153,347.7476401
30/01/2021,1043.930751,361.6860821,682.244669,14.544,258.696,869.222,10.39099757,6.558291044,4.404099393,351.2418256,426.5889192,364.2228836
06/02/2021,729.7718722,39.41924417,690.3526281,0.023,41.392,500.958,11.31400106,8.583000739,6.995653038,2.153517006,1.550147535,1.557944379
13/02/2021,771.8038122,141.9843545,629.8194577,57.142,19.422,351.151,7.158186313,3.762015942,1.872197434,620.7508645,496.1019932,423.6370751
20/02/2021,2231.389308,1183.251112,1048.138196,198.512,962.917,828.377,7.097797131,2.762940333,0.487707844,14.38638298,13.85636555,12.0717458
27/02/2021,294.4808878,35.50621986,258.974668,1.492,269.574,645.116,8.560767416,5.102098162,2.960362553,287.081849,247.5717923,282.1506419
06/03/2021,747.5113575,97.29532894,650.2160286,2.361,71.467,474.828,11.15476981,8.115987247,6.2224548,208.345827,182.4301231,148.4692091
13/03/2021,395.7631249,5.729204047,390.0339209,0.495,29.832,373.351,10.71074742,8.087350279,6.507188271,60.05306099,60.91445348,46.14082099
20/03/2021,248.8990075,1.547816016,247.3511915,16.638,7.186,210.46,12.18606123,8.945812671,6.695143912,602.3266465,653.6039288,543.2550455
27/03/2021,448.8985662,33.10529851,415.7932677,0.444,235.837,585.917,8.568244504,5.180842409,3.120841019,242.0023287,202.2582646,169.4978331
03/04/2021,0,0,0,0,27.437,264.923,14.15941787,11.61569489,9.765265065,44.85437506,39.32206928,25.25849208
10/04/2021,312.422735,6.811781797,305.6109532,2.705,58.741,355.623,10.88778426,7.757810015,5.712171825,273.2111058,305.4966162,261.9288764
17/04/2021,109.2637656,0,109.2637656,0.012,0.04,70.685,19.49619811,17.72783844,15.89579382,7.966646846,17.24204778,22.24692281
24/04/2021,44.55840948,0,44.55840948,0,0.004,35.153,19.19137102,17.43818597,15.61034081,11.05938827,13.69526892,21.34045186
01/05/2021,24.37481953,0,24.37481953,0.04,0,16.248,20.63145757,18.67895286,16.8094781,0.051018639,0.049188237,0.047245315
08/05/2021,14.95931419,0,14.95931419,0.138,0.084,7.551,20.94523014,19.34040849,17.6873094,5.815139453,8.678873522,10.53066075
15/05/2021,5.125914063,0,5.125914063,0,0,2.643,21.07547691,20.08266907,18.70914358,5.742328737,13.67757678,19.44562503
22/05/2021,0.72115482,0,0.72115482,0,0,0.289,20.25116104,18.15064084,16.52008186,2.262125158,2.642136254,1.911737307
29/05/2021,0.128779674,0,0.128779674,0,0.003,0,20.06785942,18.14669608,16.76657438,0.904523288,1.280354971,2.006112089
05/06/2021,0,0,0,0.201,0.006,0.015,20.61221315,18.58890195,16.94693547,0.866110382,0.881768373,1.5768126
12/06/2021,0,0,0,0,0,0,20.50114583,18.6488124,17.34005994,7.04263372,4.9363524,10.57753416
19/06/2021,0,0,0,0.069,0.003,0,21.64333862,19.81862429,18.39450723,4.400517982,4.927797749,7.467802266
26/06/2021,0,0,0,0,0,0,25.87938438,24.07890445,22.10491497,2.023024629,5.024134165,7.198097179
03/07/2021,0,0,0,0,0.024,0,24.32264953,22.41120552,20.86397439,2.274355106,1.829008272,2.580668865
10/07/2021,0,0,0,0,0,0,25.55377568,23.60710168,21.69086673,0.329477486,0.48939262,0.664423373
17/07/2021,0,0,0,0.028,0,0,25.75286028,24.48996798,23.28163958,3.100774556,1.165569954,1.023232146
24/07/2021,0,0,0,0,0.011,0.003,25.66834851,23.61916055,21.81316199,35.44863405,31.04291886,31.06167979
31/07/2021,0,0,0,0,0.024,0,27.4198167,25.57305345,23.56809077,1.147633733,2.669513312,3.637412983
07/08/2021,0,0,0,0,0.479,0.249,25.50125102,22.72906426,20.50938545,13.37300491,16.91064216,16.49985554
14/08/2021,0,0,0,0,0,0,24.77461385,22.30735014,20.46359146,0.975860094,0.807048355,0.53191438
21/08/2021,0,0,0,0,0,0,26.52598885,24.89852822,23.18378843,2.536315522,4.626765996,4.11472694
28/08/2021,0,0,0,0,0,0,24.90665689,23.57941491,22.32771706,4.092196781,7.653884629,8.288518709
04/09/2021,0,0,0,0,0,0,23.26898479,20.94082872,19.33641756,6.418350238,2.034067993,3.800551204
11/09/2021,0,0,0,0.01,0.125,0.087,21.39721875,18.59733326,16.79947397,40.38255329,23.7830813,24.48072361
18/09/2021,0,0,0,0.066,0.077,0.033,22.27388774,19.5087904,17.36175368,74.34760853,68.39308724,51.99749017
25/09/2021,2.911263398,2.911263398,0,0,0,0,20.9143155,18.15056134,16.19266615,9.329244526,11.18325098,11.79829661
02/10/2021,0,0,0,0,0,0,20.34986626,17.55831195,15.54621662,9.597143592,5.788853951,2.776945391
09/10/2021,42.0451487,42.0451487,0,0.389,0,0.01,21.68571494,19.38113496,17.23338613,8.272557739,15.83738189,24.00517301
16/10/2021,0.91344619,0.775922121,0.137524069,0.182,0,0,17.90839466,14.7062288,12.55753181,36.01738709,19.07640093,17.04044969
23/10/2021,0.618135406,0,0.618135406,1.303,0.919,0.439,17.98725445,14.86168237,12.44873406,24.66110429,45.04332749,65.37296675
30/10/2021,0,0,0,5.705,0.124,0.243,17.55534742,14.12229391,12.10149249,41.7736217,60.87995397,75.1941124
06/11/2021,0,0,0,0,0,0,16.3767478,12.83282321,10.76149638,1.157143848,0.707314906,0.993041191
13/11/2021,0,0,0,5.057,1.081,0.07,15.78936646,12.24609244,9.822755955,101.7304061,90.48718582,77.32553092
20/11/2021,110.5621556,52.39782599,58.16432959,1.645,1.573,31.079,12.39671059,9.051214324,6.849395912,216.721617,151.2874269,146.9246533
27/11/2021,1521.20026,762.2002076,759.0000526,8.502,3.517,109.952,14.00275717,10.88669292,9.107005437,212.9946959,184.9946565,139.3816337
04/12/2021,173.4067405,0,173.4067405,14.305,7.979,155.808,11.14460391,7.627940316,5.901166037,193.2157932,174.4120354,132.5461411
11/12/2021,621.9296242,0.928809539,621.0008147,26.587,3.06,307.018,11.63848613,8.22285601,6.21248952,231.5112132,162.7737045,134.597336
18/12/2021,2186.127432,1289.308733,896.8186996,217.867,212.254,496.133,7.732720999,3.91678313,1.678764439,939.7943023,722.8597523,568.5236479
25/12/2021,1149.285227,179.8451255,969.4401013,13.42,268.105,830.392,7.465078497,3.745600366,1.726238253,9.378287939,7.440290225,6.29181306
01/01/2022,436.9679553,19.89296517,417.0749901,22.92,91.101,671.941,9.120560455,5.713505365,3.919728191,84.24647954,79.79404611,59.53692002
08/01/2022,583.0082582,17.71885377,565.2894044,15.05,28.031,437.759,9.061914313,5.461468038,3.359103637,151.6607145,84.42128855,76.34954648
15/01/2022,1973.166409,1012.705549,960.4608598,280.076,818.464,837.084,2.976616161,-1.5037941,-3.831560724,590.1666572,556.0791328,518.7939288
22/01/2022,2978.792415,1732.124651,1246.667764,423.27,"1,386.40",855.265,3.577758476,-1.064091231,-3.244402282,795.921646,726.7149183,586.6567966
29/01/2022,3129.366811,1940.735724,1188.631087,691.12,"1,450.12",893.517,5.609430319,1.068929385,-1.232981863,173.6426966,97.98468515,76.60957123
05/02/2022,2355.95765,1223.293699,1132.663951,107.265,"1,216.73",925.285,6.902911487,2.992367958,0.886101628,384.3571012,285.2693175,204.6389023
12/02/2022,1490.161217,640.485042,849.676175,29.356,949.288,864.085,8.099089925,4.91726786,3.121711498,18.13388381,10.85429233,7.750505862
19/02/2022,1259.614441,404.3364528,855.2779885,20.13,461.121,761.915,9.850086556,6.594470544,4.700258039,265.2895294,213.948085,167.7995303
26/02/2022,692.3450942,146.1243254,546.2207688,42.924,296.043,722.21,9.314942202,6.081199547,4.179953937,375.3896928,385.0910358,334.9653614
05/03/2022,2096.616735,1317.401329,779.2154059,24.501,153.263,577.207,8.531016564,5.097837968,2.960773461,528.2796251,486.5332056,440.3718745
12/03/2022,2995.044888,1774.379612,1220.665277,260.509,680.272,677.171,3.381814701,-1.114408869,-3.444667855,441.6691173,429.2919014,393.3804256
19/03/2022,0,0,0,131.322,73.736,82.269,4.702013752,0.9179443,-1.324916015,399.2389394,343.2262429,345.9641395
26/03/2022,1952.756928,1001.737623,951.0193051,24.601,601.119,718.679,11.26064494,8.019474857,5.963945354,29.16185734,22.34127283,16.82671014
02/04/2022,7.891735857,0,7.891735857,0.523,139.599,460.427,17.43059964,15.13644763,13.07261842,1.241912959,1.493095707,1.107607052
09/04/2022,312.1099349,30.95615607,281.1537789,0,35.716,264.248,13.31955444,10.96673832,9.435037047,6.318963337,3.51453995,2.311227547
16/04/2022,128.0927143,4.644869055,123.4478452,0.879,8.169,163.566,16.36439357,14.16283637,12.52600607,5.61470117,7.370082356,13.39686242
23/04/2022,63.57051081,0.412876016,63.15763479,0.046,1.009,94.478,19.57803113,17.50881115,15.31989891,37.38487239,67.73881961,82.41915026
30/04/2022,31.99268256,0,31.99268256,0,0.037,39.67,17.04211447,14.23274897,12.34998572,89.55244969,78.14371821,68.71116217
07/05/2022,24.83908506,0,24.83908506,0.381,0.093,26.553,16.05260601,13.18736,10.99044976,12.78403287,16.80254741,19.92908884
14/05/2022,7.038203979,1.133213035,5.904990943,0.021,0,14.329,19.17725305,16.85043957,14.843478,26.76518955,31.73044385,46.02488246
21/05/2022,1.701895906,0,1.701895906,0,0,6.705,20.23131716,17.68044686,15.69278015,39.14286102,43.78285434,34.60915157
28/05/2022,0.928057953,0,0.928057953,0,0,1.705,23.2438042,22.04729011,20.49098648,5.358145869,11.39398117,12.76136149
04/06/2022,0.05151241,0,0.05151241,0.032,0,0.191,21.83044338,20.02178358,18.39387361,1.910488744,3.206736347,4.603601346
11/06/2022,10.12447684,10.02109663,0.103380211,0.072,0.017,0.099,22.19090808,20.31111975,18.75410826,54.46470688,38.50552653,25.8254963
18/06/2022,0,0,0,0,0,0,22.72234826,21.12049192,19.92246042,2.808237794,1.494468242,1.6016042
25/06/2022,0,0,0,0.223,0,3.056,22.08810471,19.63281213,17.76663073,68.04305418,69.48163103,63.26008148
02/07/2022,0,0,0,0.149,0,0,23.84135441,21.84498409,20.09598766,0.549108176,0.443279894,0.423662251
09/07/2022,0,0,0,0.437,0,0,23.57279727,21.78187979,20.43588673,1.262177513,0.168939102,0.110501082
16/07/2022,0,0,0,0,0,0,25.22191011,23.51105886,22.09608854,0.411944603,0.079922028,0.080066155
23/07/2022,0,0,0,0.051,0,0,25.98104598,24.15108393,22.41822178,0.32304766,0.360063653,0.539157515
30/07/2022,0,0,0,0,0,0,26.36268138,25.42698069,24.05434923,3.44045335,6.471199897,9.068318908
06/08/2022,0,0,0,0,0,0,24.36402519,22.99201243,22.38235076,3.549318273,0.817315384,0.765028578
13/08/2022,0,0,0,0,0,0,24.19157996,22.93210789,22.00406151,2.495633141,0.309816027,0.170091542
20/08/2022,0,0,0,0.023,0.027,0,24.43951456,22.2510615,20.36703131,7.463941544,7.191811278,6.064252972
27/08/2022,0,0,0,0,0,0,28.10873942,26.94879441,24.91130181,13.57328229,15.34014627,22.66098718
03/09/2022,0,0,0,0,0.011,0.007,24.8441515,23.36219929,21.80156313,10.74388719,11.67912606,13.02934263
10/09/2022,0,0,0,0,0.024,0,23.1934302,21.34822669,19.89669527,7.47698979,1.473303717,1.212677064
17/09/2022,0,0,0,0,0.008,0,22.15428484,19.92292221,18.28008037,53.2695662,49.34989693,39.92597776
24/09/2022,0,0,0,0,0,0,22.36228259,19.84457852,17.82343843,0.184921981,0.060912482,0.048704352
01/10/2022,0,0,0,0,0,0,22.54494798,20.43312135,18.63263423,22.84966874,17.76504127,32.76781046
08/10/2022,0,0,0,0,0.015,0,19.06594991,16.27767728,14.32729864,22.4939932,19.43197299,22.26594182
15/10/2022,0.87672316,0.670328207,0.206394953,0,0,0,18.74961333,15.74305364,13.6805751,122.5133212,116.8018538,122.9914546
22/10/2022,6.131529894,5.210830995,0.920698899,0.612,2.26,1.815,18.50785172,15.02641826,12.63031594,100.5582728,90.58800446,113.8762608
29/10/2022,0.618839891,0.618839891,0,0.324,2.823,8.439,16.73053809,13.25512319,10.8220035,40.59640992,56.12580665,68.62082125
05/11/2022,16.4039924,0.35984459,16.04414781,3.236,0.396,7.798,14.39746555,10.95574121,8.570849698,202.8760564,119.2237292,129.7533772
12/11/2022,59.3762754,38.89649291,20.47978248,8.145,6.048,21.832,14.01575922,10.25933773,7.864853323,173.6095561,186.8297011,179.4989408
19/11/2022,0,0,0,65.713,17.325,17.881,13.42065037,9.99418446,8.044332691,280.4422556,221.2102021,190.5322407
26/11/2022,576.5432317,232.8674828,343.6757489,37.982,7.228,144.49,12.1219304,8.560533457,6.616251276,296.1625602,267.5374809,209.7634002
03/12/2022,58.72072028,0,58.72072028,19.4,8.335,84.131,11.04662708,7.539771938,5.407781815,72.11910709,58.55749528,87.35927774
10/12/2022,70.04043859,0,70.04043859,2.797,2.145,62.371,11.76550952,8.498530585,6.521956431,81.81945386,93.37389157,104.794518
17/12/2022,820.0896725,400.3647475,419.724925,2.85,2.978,122.49,10.48805906,7.28195111,5.561282652,110.9419314,81.70970629,89.4026697
24/12/2022,12.00888523,0.276562559,11.73232267,12.689,50.315,509.829,8.345352955,4.922453045,2.797609797,203.9520948,148.0938037,170.4088563
31/12/2022,325.9682258,1.264644602,324.7035812,9.785,4.51,239.371,8.861290966,5.134204106,2.983010275,53.45976244,51.25950773,34.87422493
07/01/2023,436.0132753,0.103105836,435.9101695,25.368,12.886,398.551,8.19592966,4.618233925,2.528625966,147.3133706,104.9942419,109.249875
14/01/2023,454.6189018,1.446633984,453.1722678,13.366,21.526,446.264,8.416189877,4.915093568,3.075921048,160.4029114,161.0846472,187.8334774
21/01/2023,292.8731519,0.309630109,292.5635218,2.739,1.687,257.154,9.628951471,6.231913867,4.052882561,4.52975073,6.84711724,11.60108994
28/01/2023,466.4663186,166.8277799,299.6385388,275.844,489.637,285.644,7.591080566,3.585458974,1.147025949,828.9430596,659.6538278,597.0193414
04/02/2023,2831.139669,1714.361829,1116.77784,900.346,812.486,594.504,3.919807714,-0.866384479,-3.332966755,1260.786853,1186.010371,1034.590174
11/02/2023,2955.907341,1802.44141,1153.465931,201.268,"1,494.33",941.49,4.102877438,-0.55658678,-3.125377005,47.01525135,42.63736473,52.05082385
18/02/2023,2556.007464,1368.82503,1187.182434,30.307,"1,096.82",972.362,7.948876465,4.800286431,2.83543219,22.54926965,16.8991562,11.47058719
25/02/2023,1286.129633,425.6005029,860.5291302,2.065,421.042,767.425,12.86830979,9.519276554,7.206054514,8.069048197,4.263108657,3.459385806
04/03/2023,92.56380021,9.615059328,82.94874088,2.253,135.274,502.525,11.42991302,8.339235939,6.225065924,80.09181562,75.37645484,70.76173054
11/03/2023,564.235961,35.06885526,529.1671057,2.803,45.285,418.819,11.76383573,8.622544268,6.454992593,309.9806924,287.4359457,304.9354113
18/03/2023,201.2249604,8.628986613,192.5959738,4.494,4.289,148.294,10.603765,7.21288821,5.052854623,467.4402076,370.3042961,342.6946312
25/03/2023,317.4457169,64.69859084,252.747126,3.737,2.202,203.498,10.2917184,6.933318947,4.97865954,192.0707451,225.9063697,231.2648318
01/04/2023,109.0341222,0.206400328,108.8277219,0,8.991,214.376,12.80343678,9.857994262,7.920985103,4.223295631,3.606426657,5.35838288
08/04/2023,987.7249177,752.4763462,235.2485715,9.057,154.717,491.804,13.60507612,10.51419706,8.377203937,562.4279037,432.5423021,343.6023972
15/04/2023,471.6196692,58.68015385,412.9395154,0.392,6.591,186.851,16.36884715,13.50117223,11.28001121,54.27477899,79.61928254,104.1139702
22/04/2023,44.73163785,0,44.73163785,0.186,0.079,47.285,14.29222503,11.77102416,9.946604797,33.71297751,31.6268811,33.53738878
29/04/2023,192.7323273,92.60608545,100.1262418,1.269,0.317,98.052,15.21221031,12.07605582,10.05094388,189.2648959,165.3356602,128.3698276
06/05/2023,21.90087537,0,21.90087537,0.336,0.324,24.041,16.92377582,14.36017273,12.30534617,106.9082981,126.9563749,146.036996
13/05/2023,11.04418679,0,11.04418679,0.077,0,12.449,18.96970403,16.90920697,15.44203436,5.571879411,3.420805486,3.566725623
20/05/2023,4.300673457,0.668846703,3.631826754,0.003,0,5.544,18.68703341,16.18054778,14.1858215,47.39512333,44.08259684,61.8128028
27/05/2023,1.39073975,0.102770055,1.287969695,6.678,9.468,8.943,20.94778367,18.05777234,15.63341015,230.0505394,269.4888037,355.9294299
03/06/2023,180.1233379,145.7874566,34.33588136,0.844,0.008,0.04,21.19494082,19.29402098,17.39978212,17.37292713,33.59561041,37.34734631
10/06/2023,0,0,0,0.039,0.1,0.007,20.74713614,18.59466784,16.80410119,7.055651529,12.14757095,16.30527778
17/06/2023,0,0,0,0,0.004,0,21.41906046,19.44666854,18.04476484,10.57864129,3.11804736,3.379773156
24/06/2023,0,0,0,0.052,0,0,22.9506609,21.43662812,20.04663335,0.754727923,0.103994823,0.102284676
01/07/2023,0,0,0,0,0,0,23.82643024,22.49513246,21.02889878,1.373806118,0.098580713,0.063545507
08/07/2023,0,0,0,0,0,0,25.48505054,23.53839877,21.65582445,1.652932087,0.572290019,0.695209924
15/07/2023,0,0,0,0,0,0,26.99182121,25.45175647,23.7249759,0.257660475,0.068485405,0.068485405
22/07/2023,0,0,0,0.08,0,0,27.37167881,25.65510928,23.75217683,0.145255402,0.081108271,0.081108271
29/07/2023,0,0,0,0,0,0,25.43441385,23.74689612,22.28090531,1.190234425,0.725418231,1.01533186
05/08/2023,0,0,0,0.041,0,0,25.34084098,24.14264582,22.97280259,2.297569416,0.606451229,0.319107773
12/08/2023,16.45167639,16.45167639,0,0.029,1.025,1.544,29.09516665,28.50144926,26.92812706,14.43167829,14.12755705,16.32726109
19/08/2023,0,0,0,0.067,0,0,26.32601869,25.72843963,24.55016994,4.944745775,3.050138977,3.791396758
26/08/2023,3.206593453,3.103261539,0.103331914,0.22,0.237,0.132,24.36765232,22.06049992,20.40767509,34.30836132,15.96466878,7.549139199
02/09/2023,0,0,0,0,0,0,24.71596172,23.00324365,21.57831087,2.243023498,1.380886806,2.084207951
09/09/2023,0,0,0,0.011,0.43,0.187,23.6199323,20.90510254,18.81988704,15.26544877,13.6017298,13.75535958
16/09/2023,0,0,0,0,0,0,23.1881049,21.00333025,18.97854766,24.08811113,19.03048769,34.40297141
23/09/2023,0,0,0,0,0,0,24.27385835,22.06958965,19.90089321,0.370636659,0.046036254,0.038703377
30/09/2023,0,0,0,2.86,0.397,0.005,20.39139591,17.22860556,15.0993474,111.2313805,77.03457211,70.02328865
07/10/2023,0,0,0,14.947,9.526,3.753,20.36758703,17.71699835,15.61395187,87.26673123,95.15882616,126.2053405
14/10/2023,0,0,0,24.804,4.274,2.587,17.73207809,14.59198944,12.57439506,373.3712683,292.3316681,215.1595944
21/10/2023,0,0,0,0.231,0.317,0.06,21.04936914,17.91673033,15.5927145,7.397821308,10.52460122,15.78894437
28/10/2023,512.0639007,337.1355446,174.9283561,4.66,1.696,2.284,20.87417122,17.58331866,15.12464485,56.3470799,72.67804901,93.67740347
04/11/2023,0,0,0,0,0,0,18.87301671,16.38943182,14.48466601,2.237378676,0.841620103,1.08933148
11/11/2023,0.274718438,0,0.274718438,1.36,0.518,1.693,17.14622385,13.95894151,11.88585076,203.9539522,148.5486273,167.2014507
18/11/2023,406.3548497,0,406.3548497,32.555,10.221,140.346,12.86606862,9.283856911,7.315445725,848.9319427,730.1476452,613.2259919
25/11/2023,121.6598983,0.889144643,120.7707537,26.717,8.733,208.611,11.89600446,8.451944835,6.656376783,340.6199904,317.6525422,261.0871643
02/12/2023,137.8737449,23.03695414,114.8367907,5.405,4.922,123.718,13.65233618,10.45135496,8.60577121,189.8194979,164.7279621,164.6785658
09/12/2023,35.77195188,0,35.77195188,77.829,15.179,132.428,11.42032346,7.954071045,6.128531198,224.1657769,123.1092186,113.0651437
16/12/2023,0,0,0,30.208,6.403,101.919,10.62324986,7.326265003,5.731519396,380.5939753,316.4149801,204.3610962
23/12/2023,492.2167603,0,492.2167603,49.743,14.591,367.462,11.07794271,7.614841404,5.79200382,411.5796385,263.474121,204.127224
30/12/2023,119.8366667,3.512602664,116.324064,28.892,12.185,205.445,10.5823557,7.212877198,5.309791321,121.3098814,101.9133409,68.21646199
06/01/2024,43.31320256,28.32726197,14.98594059,116.707,25.587,178.536,10.62317529,7.167982603,5.245046976,588.7150509,402.7614106,280.5921063
13/01/2024,836.6769813,75.11468156,761.5622997,40.583,131.097,830.437,9.423633097,5.924192584,3.750187377,575.9476419,441.8821047,373.292056
20/01/2024,832.377192,30.50429002,801.872902,84.212,79.598,739.71,10.0700345,6.776494508,4.582173275,655.9273295,453.0879672,354.8282543
27/01/2024,5.494421177,0,5.494421177,225.887,556.538,591.517,5.542305759,1.416593829,-0.976117752,545.6613797,453.7485149,410.1366291
03/02/2024,1231.597548,304.8054355,926.7921121,32.204,378.332,925.387,8.860398588,5.41171485,3.426872561,301.8870093,216.0385086,173.909175
10/02/2024,0.674549715,0,0.674549715,11.639,208.01,814.832,9.779114384,6.262064433,4.273643234,283.4897291,178.7922742,176.9747486
17/02/2024,1580.482838,600.1907211,980.2921171,43.775,99.968,731.546,8.845268586,5.475450141,3.41297118,242.1026343,157.288846,122.8913856
24/02/2024,760.6461415,31.58691746,729.0592241,3.833,53.648,616.423,9.517871174,6.079491978,4.112831453,34.26104485,66.72203561,78.00574251
02/03/2024,689.6917314,19.26289277,670.4288386,26.629,25.647,536.403,10.50508621,7.188624174,5.043568869,274.0722342,233.3304224,149.5214175
09/03/2024,416.9174462,29.74957412,387.1678721,7.134,12.673,443.494,10.90242167,7.725772856,5.824741407,112.6170668,113.2776382,84.85306959
16/03/2024,313.000118,94.59060472,218.4095133,26.384,12.921,324.212,10.82800303,7.412864092,5.366155814,506.6886488,467.3502801,395.3025079
23/03/2024,309.4506725,0.412876063,309.0377964,11.293,3.745,288.298,12.67648087,9.439475303,7.373918151,78.18423814,99.56120911,100.1866598
30/03/2024,252.5081374,0.412889492,252.0952479,0,0.252,204.198,17.6461284,15.13889884,13.11224824,17.5964489,37.59917461,43.46088663
06/04/2024,8.830035668,1.040984469,7.789051199,7.699,4.555,141.895,13.16474861,9.97571114,7.86385593,411.06772,428.9536432,422.5444062
13/04/2024,57.6555304,0.206128801,57.4494016,0.106,0.138,97.366,16.46490148,13.72034385,11.73197474,36.56599996,46.83380853,50.30799908
20/04/2024,51.90177536,0,51.90177536,0.009,0,59.048,19.84581785,17.53811189,15.77758441,8.569835328,10.66186439,16.47073272
27/04/2024,214.3618668,129.405634,84.95623283,1.159,0.544,16.584,18.35490556,15.80507608,13.86367163,330.7747067,459.8661903,496.7798558
04/05/2024,20.29057054,0,20.29057054,19.006,0.049,28.755,16.32859569,13.06131693,11.02176928,160.0406754,122.8364704,86.26919994
11/05/2024,18.058916,0,18.058916,0.038,0.084,12.295,16.64187608,13.91888036,12.13304765,190.9066204,193.5842098,132.5132093
18/05/2024,4.992464896,2.286891094,2.705573803,0.609,0.191,5.267,21.44851929,19.24617073,17.36407003,5.942958942,8.007484298,10.33927523
25/05/2024,0.103046438,0,0.103046438,0,0.018,0.751,19.16632966,16.95619127,15.65023075,38.35778245,39.51377793,37.6311712
01/06/2024,0,0,0,0,0,0.02,26.41495463,24.96782277,23.07134697,6.503815069,7.880132077,14.54880071
08/06/2024,0,0,0,0,0,0,25.87832257,24.04474173,22.09016206,19.34371539,29.78855276,45.48861479
15/06/2024,0,0,0,0,0,0,26.35615426,25.46231039,24.0087683,9.202262186,19.95483683,28.79363496
22/06/2024,0,0,0,0,0.008,0,25.42828862,23.78428122,22.14108132,12.86722777,15.55919536,16.25404874
29/06/2024,0,0,0,0,0,0,24.8070222,22.68343122,20.9743152,11.56820841,20.63052527,23.70345232
06/07/2024,0,0,0,0.015,0.009,0.021,25.93849777,23.79734829,21.96678097,11.17215265,17.16007018,19.52814857
13/07/2024,0,0,0,0.035,0,0,25.9181466,23.75193042,21.99682936,10.38482741,2.725413103,2.436854172
20/07/2024,0,0,0,0.083,0,0,26.53827705,24.32350516,22.59800166,1.223961812,0.273040275,0.261402221
27/07/2024,0,0,0,0,0,0,26.15247498,23.9237544,22.18517281,1.334775194,0.145098855,0.113266926
03/08/2024,0,0,0,0,0,0,25.61392536,23.86197414,22.25656125,0.286344209,0.014753531,0.013805848
10/08/2024,0,0,0,0,0,0,25.79026365,24.00104321,22.43776174,2.029600914,1.86902006,1.168544026
17/08/2024,0,0,0,0,0,0,26.09518675,24.51524633,22.89452296,5.069612719,4.784023275,5.736408879
24/08/2024,0,0,0,0,0,0,24.51056595,22.13537085,20.62450952,11.24329553,14.76405103,18.78424625
31/08/2024,0,0,0,0.008,0.116,0,23.37099258,20.82801229,19.28763551,18.3302945,12.07215252,8.114621131
07/09/2024,0,0,0,0,0,0,24.59360614,22.24750632,20.30224071,28.36127035,30.61373475,32.22680225
14/09/2024,0,0,0,0,0.042,0,21.65113283,18.77768997,17.42873314,29.12669626,11.13763275,6.11351089
21/09/2024,0,0,0,0,0.105,0.003,21.85511824,19.29100638,17.34474077,59.78662241,40.26302306,31.93969807
28/09/2024,0,0,0,0.022,0.013,0,21.2711255,18.97612114,17.41930979,40.47068436,29.14249334,26.72448208
